,,,,,,,,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Performance,Performance,Expected,Expected,Expected,Expected,Expected,
276,Ademola Lookman\7c104bb7,eng ENG,FWMF,Everton,20,1997,6.9,0,12,3,25.0,1.75,0.44,0.00,0.00,18.0,0,0,0,1.3,1.3,0.11,-1.3,-1.3,Matches
277,Jonas Lössl\939bc634,dk DEN,GK,Huddersfield,29,1989,30.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
278,Dejan Lovren\1a2935f6,hr CRO,DF,Liverpool,29,1989,11.0,1,6,1,16.7,0.55,0.09,0.17,1.00,13.1,0,0,0,0.7,0.7,0.12,+0.3,+0.3,Matches
279,Chris Löwe\c6896eab,de GER,DFFW,Huddersfield,29,1989,22.9,0,18,6,33.3,0.79,0.26,0.00,0.00,24.0,1,0,0,0.4,0.4,0.02,-0.4,-0.4,Matches
280,Matthew Lowton\9a9c05db,eng ENG,DF,Burnley,29,1989,19.4,0,4,0,0.0,0.21,0.00,0.00,,24.3,0,0,0,0.5,0.5,0.12,-0.5,-0.5,Matches
281,David Luiz\c0e27d1a,br BRA,DF,Chelsea,31,1987,36.0,3,34,8,23.5,0.95,0.22,0.09,0.38,18.3,9,0,0,2.0,2.0,0.06,+1.0,+1.0,Matches
282,Romelu Lukaku\5eae500a,be BEL,FW,Manchester Utd,25,1993,23.7,12,57,33,57.9,2.40,1.39,0.21,0.36,11.7,0,0,0,11.3,11.3,0.20,+0.7,+0.7,Matches
283,James Maddison\ee38d9c5,eng ENG,MFFW,Leicester City,21,1996,31.5,7,82,27,32.9,2.61,0.86,0.07,0.22,21.2,14,1,2,7.0,5.4,0.07,0.0,+0.6,Matches
284,Gary Madine\e3e6502a,eng ENG,FWMF,Cardiff City,27,1990,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
285,Harry Maguire\d8931174,eng ENG,DF,Leicester City,25,1993,28.8,3,31,12,38.7,1.07,0.42,0.10,0.25,13.2,0,0,0,1.9,1.9,0.06,+1.1,+1.1,Matches
286,Riyad Mahrez\892d5bb1,dz ALG,FWMF,Manchester City,27,1991,14.9,7,53,24,45.3,3.55,1.61,0.13,0.29,17.4,1,0,1,5.7,5.0,0.09,+1.3,+2.0,Matches
287,Ainsley Maitland-Niles\e3a5814e,eng ENG,DF,Arsenal,20,1997,11.0,1,6,3,50.0,0.55,0.27,0.17,0.33,18.3,0,0,0,1.0,1.0,0.17,0.0,0.0,Matches
288,Sadio Mané\c691bfe2,sn SEN,FW,Liverpool,26,1992,34.2,22,90,44,48.9,2.63,1.29,0.24,0.50,12.0,0,0,0,17.2,17.2,0.19,+4.8,+4.8,Matches
289,Javier Manquillo\758dd7f0,es ESP,DF,Newcastle Utd,24,1994,12.2,0,2,1,50.0,0.16,0.08,0.00,0.00,19.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
290,Solly March\bb5fbd2b,eng ENG,MFFW,Brighton,24,1994,27.4,1,42,8,19.0,1.53,0.29,0.02,0.13,20.1,3,0,0,2.6,2.6,0.06,-1.6,-1.6,Matches
291,Adrian Mariappa\8aa5f52c,jm JAM,DF,Watford,31,1986,21.4,0,7,1,14.3,0.33,0.05,0.00,0.00,8.3,0,0,0,1.0,1.0,0.14,-1.0,-1.0,Matches
292,Lazar Marković\723ba189,rs SRB,FW,Fulham,24,1994,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
293,Anthony Martial\8b788c01,fr FRA,FW,Manchester Utd,22,1995,18.0,10,37,22,59.5,2.05,1.22,0.24,0.41,14.9,0,1,1,6.3,5.5,0.15,+3.7,+3.5,Matches
294,Adam Masina\de0f152c,ma MAR,DF,Watford,24,1994,11.2,0,3,0,0.0,0.27,0.00,0.00,,31.2,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
295,Arthur Masuaku\57df7a11,cd COD,DF,West Ham,24,1993,19.5,0,4,1,25.0,0.20,0.05,0.00,0.00,27.3,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
296,Juan Mata\29733c72,es ESP,FWMF,Manchester Utd,30,1988,14.3,3,19,6,31.6,1.33,0.42,0.16,0.50,18.6,3,0,0,1.5,1.5,0.08,+1.5,+1.5,Matches
297,Nemanja Matić\eb7822d7,rs SRB,MF,Manchester Utd,29,1988,27.1,1,12,3,25.0,0.44,0.11,0.08,0.33,17.0,0,0,0,1.5,1.5,0.12,-0.5,-0.5,Matches
298,Joël Matip\b217ef29,cm CMR,DF,Liverpool,26,1991,17.1,1,8,2,25.0,0.47,0.12,0.13,0.50,8.0,0,0,0,0.5,0.5,0.07,+0.5,+0.5,Matches
299,Konstantinos Mavropanos\00963611,gr GRE,DF,Arsenal,20,1997,1.6,0,1,0,0.0,0.61,0.00,0.00,,24.0,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
300,Alfie Mawson\d368feb8,eng ENG,DF,Fulham,24,1994,12.6,0,2,1,50.0,0.16,0.08,0.00,0.00,7.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
301,Isaac Mbenza\aa1a8c7e,be BEL,FWMF,Huddersfield,22,1996,11.0,1,15,5,33.3,1.37,0.46,0.07,0.20,22.5,0,0,0,1.1,1.1,0.07,-0.1,-0.1,Matches
302,James McArthur\cee31595,sct SCO,MF,Crystal Palace,30,1987,34.0,3,33,8,24.2,0.97,0.24,0.09,0.38,14.1,0,0,0,5.1,5.1,0.15,-2.1,-2.1,Matches
303,Alex McCarthy\36c2ca73,eng ENG,GK,Southampton,28,1989,25.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
304,James McCarthy\64b08de7,ie IRL,MF,Everton,27,1990,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
305,Kevin McDonald\71a08f97,sct SCO,MF,Fulham,29,1988,9.3,0,4,0,0.0,0.43,0.00,0.00,,26.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
306,Dwight McNeil\fc15fb84,eng ENG,MF,Burnley,18,1999,17.7,3,26,7,26.9,1.47,0.40,0.12,0.43,20.5,3,0,0,1.7,1.7,0.06,+1.3,+1.3,Matches
307,Scott McTominay\d93c2511,sct SCO,MFDF,Manchester Utd,21,1996,9.6,2,16,6,37.5,1.66,0.62,0.13,0.33,17.0,0,0,0,1.1,1.1,0.07,+0.9,+0.9,Matches
308,Ben Mee\8df7a2fb,eng ENG,DF,Burnley,28,1989,38.0,0,24,6,25.0,0.63,0.16,0.00,0.00,8.4,0,0,0,1.5,1.5,0.06,-1.5,-1.5,Matches
309,Nathaniel Mendez-Laing\b4b2f632,eng ENG,MFFW,Cardiff City,26,1992,10.9,4,19,8,42.1,1.74,0.73,0.16,0.38,16.2,0,1,1,2.8,2.1,0.11,+1.2,+0.9,Matches
310,Benjamin Mendy\5271c8f1,fr FRA,DF,Manchester City,24,1994,10.0,0,7,3,42.9,0.70,0.30,0.00,0.00,25.1,0,0,0,0.2,0.2,0.02,-0.2,-0.2,Matches
311,Nampalys Mendy\1598599e,sn SEN,MF,Leicester City,26,1992,23.2,0,3,0,0.0,0.13,0.00,0.00,,24.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
312,Chris Mepham\fed96827,wls WAL,DF,Bournemouth,20,1997,9.4,0,2,0,0.0,0.21,0.00,0.00,,9.6,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
313,Max Meyer\eba42d2b,de GER,MFFW,Crystal Palace,22,1995,15.7,1,35,7,20.0,2.22,0.44,0.03,0.14,18.9,0,0,0,2.4,2.4,0.07,-1.4,-1.4,Matches
314,Luka Milivojević\2ce2508a,rs SRB,MF,Crystal Palace,27,1991,38.0,12,46,13,28.3,1.21,0.34,0.04,0.15,28.0,16,10,11,10.9,2.5,0.06,+1.1,-0.5,Matches
315,James Milner\2f90f6b8,eng ENG,MFDF,Liverpool,32,1986,19.9,5,21,4,19.0,1.06,0.20,0.10,0.50,21.3,1,3,3,4.0,1.8,0.09,+1.0,+0.2,Matches
316,Yerry Mina\6d5701f2,co COL,DF,Everton,23,1994,9.9,1,4,1,25.0,0.40,0.10,0.25,1.00,8.8,0,0,0,0.5,0.5,0.12,+0.5,+0.5,Matches
317,Tyrone Mings\8397a50c,eng ENG,DF,Bournemouth,25,1993,1.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
318,Aleksandar Mitrović\3925dbd6,rs SRB,FW,Fulham,23,1994,36.4,11,124,42,33.9,3.40,1.15,0.08,0.24,14.2,2,1,1,13.3,12.5,0.10,-2.3,-2.5,Matches
319,Henrikh Mkhitaryan\dd0daf32,am ARM,FWMF,Arsenal,29,1989,18.2,6,50,14,28.0,2.74,0.77,0.12,0.43,18.2,1,0,0,4.8,4.8,0.10,+1.2,+1.2,Matches
320,Nacho Monreal\d4cb83cc,es ESP,DF,Arsenal,32,1986,20.7,1,7,4,57.1,0.34,0.19,0.14,0.25,14.6,0,0,0,1.0,1.0,0.14,0.0,0.0,Matches
321,Martín Montoya\5cec2487,es ESP,DF,Brighton,27,1991,24.1,0,8,1,12.5,0.33,0.04,0.00,0.00,25.1,0,0,0,0.2,0.2,0.02,-0.2,-0.2,Matches
322,Aaron Mooy\47b7e3af,au AUS,MFFW,Huddersfield,27,1990,25.9,3,39,13,33.3,1.51,0.50,0.05,0.15,22.8,8,1,1,2.5,1.7,0.04,+0.5,+0.3,Matches
323,Álvaro Morata\129af0db,es ESP,FW,Chelsea,25,1992,10.5,5,35,16,45.7,3.35,1.53,0.14,0.31,12.9,0,0,0,6.5,6.5,0.19,-1.5,-1.5,Matches
324,Alberto Moreno\11b9265b,es ESP,DF,Liverpool,26,1992,1.7,0,1,0,0.0,0.58,0.00,0.00,,29.1,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
325,Wes Morgan\80c31c97,jm JAM,DF,Leicester City,34,1984,21.4,3,15,4,26.7,0.70,0.19,0.20,0.75,7.1,0,0,0,2.0,2.0,0.13,+1.0,+1.0,Matches
326,Sean Morrison\09fec029,eng ENG,DF,Cardiff City,27,1991,33.8,1,33,7,21.2,0.98,0.21,0.03,0.14,8.4,0,0,0,4.2,4.2,0.13,-3.2,-3.2,Matches
327,Victor Moses\e726e11e,ng NGA,FW,Chelsea,27,1990,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
328,Steve Mounié\19ba6c6d,bj BEN,FW,Huddersfield,23,1994,19.8,2,62,22,35.5,3.14,1.11,0.03,0.09,13.7,0,0,0,5.1,5.1,0.08,-3.1,-3.1,Matches
329,Lucas Moura\2b622f01,br BRA,FWMF,Tottenham,25,1992,23.6,10,45,20,44.4,1.91,0.85,0.22,0.50,16.8,0,0,0,5.5,5.5,0.12,+4.5,+4.5,Matches
330,Lys Mousset\d9cfca3d,fr FRA,FWMF,Bournemouth,22,1996,4.1,1,12,7,58.3,2.93,1.71,0.08,0.14,14.3,0,0,0,1.6,1.6,0.13,-0.6,-0.6,Matches
331,João Moutinho\f5a00fa4,pt POR,MF,Wolves,31,1986,33.7,1,19,3,15.8,0.56,0.09,0.05,0.33,25.4,1,0,0,0.6,0.6,0.03,+0.4,+0.4,Matches
332,Jacob Murphy\de112b84,eng ENG,MFDF,Newcastle Utd,23,1995,3.4,0,2,1,50.0,0.60,0.30,0.00,0.00,26.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
333,Josh Murphy\b30c7426,eng ENG,MFFW,Cardiff City,23,1995,20.2,3,45,15,33.3,2.23,0.74,0.07,0.20,18.0,3,0,0,3.3,3.3,0.07,-0.3,-0.3,Matches
334,Glenn Murray\f2f29dda,eng ENG,FW,Brighton,34,1983,27.9,13,52,17,32.7,1.87,0.61,0.17,0.53,11.7,0,4,4,10.3,7.3,0.14,+2.7,+1.7,Matches
335,Shkodran Mustafi\3f2d59fe,de GER,DF,Arsenal,26,1992,29.0,2,19,9,47.4,0.65,0.31,0.11,0.22,10.5,0,0,0,1.5,1.5,0.08,+0.5,+0.5,Matches
336,Yoshinori Mutō\5343eb4e,jp JPN,FWMF,Newcastle Utd,26,1992,5.8,1,6,3,50.0,1.03,0.52,0.17,0.33,10.1,0,0,0,1.0,1.0,0.17,0.0,0.0,Matches
337,Georges-Kévin N'Koudou\76c131da,fr FRA,FW,Tottenham,23,1995,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
338,Samir Nasri\165bed61,fr FRA,MF,West Ham,31,1987,2.7,0,3,0,0.0,1.10,0.00,0.00,,18.6,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
339,Marc Navarro\c2846353,es ESP,DF,Watford,23,1995,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
340,Wilfred Ndidi\6b47c5db,ng NGA,MF,Leicester City,21,1996,36.6,2,54,9,16.7,1.47,0.25,0.04,0.22,19.4,0,0,0,3.2,3.2,0.06,-1.2,-1.2,Matches
341,Rúben Neves\44bfb6c5,pt POR,MF,Wolves,21,1997,33.4,4,71,14,19.7,2.13,0.42,0.03,0.14,28.9,11,2,2,3.5,2.0,0.03,+0.5,0.0,Matches
342,Oumar Niasse\af721f98,sn SEN,FW,Everton,28,1990,0.7,0,3,1,33.3,4.29,1.43,0.00,0.00,9.3,0,0,0,0.6,0.6,0.19,-0.6,-0.6,Matches
343,Oumar Niasse\af721f98,sn SEN,FW,Cardiff City,28,1990,10.3,0,17,6,35.3,1.64,0.58,0.00,0.00,13.9,0,0,0,2.9,2.9,0.17,-2.9,-2.9,Matches
344,Eddie Nketiah\a53649b7,eng ENG,MFFW,Arsenal,19,1999,0.7,1,3,1,33.3,4.03,1.34,0.33,1.00,12.3,0,0,0,0.2,0.2,0.07,+0.8,+0.8,Matches
345,Mark Noble\ff527768,eng ENG,MF,West Ham,31,1987,25.5,5,13,5,38.5,0.51,0.20,0.08,0.20,27.7,0,4,4,3.8,0.7,0.06,+1.2,+0.3,Matches
346,Håvard Nordtveit\6cafd68d,no NOR,DF,Fulham,28,1990,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
347,Will Norris\c73ada83,eng ENG,GK,Wolves,24,1993,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
348,Michael Obafemi\caa1a7f0,ie IRL,FWMF,Southampton,18,2000,1.5,1,8,2,25.0,5.26,1.31,0.13,0.50,10.9,0,0,0,1.8,1.8,0.23,-0.8,-0.8,Matches
349,Pedro Obiang\ba1e04b3,gq EQG,MF,West Ham,26,1992,12.5,0,16,1,6.3,1.28,0.08,0.00,0.00,22.0,0,0,0,0.6,0.6,0.04,-0.6,-0.6,Matches
350,Denis Odoi\f7750aa0,be BEL,DF,Fulham,30,1988,28.8,0,10,1,10.0,0.35,0.03,0.00,0.00,17.7,0,0,0,0.8,0.8,0.08,-0.8,-0.8,Matches
351,Angelo Ogbonna\74b2cd7e,it ITA,DF,West Ham,30,1988,20.8,1,13,5,38.5,0.62,0.24,0.08,0.20,8.6,0,0,0,1.3,1.3,0.10,-0.3,-0.3,Matches
352,Stefano Okaka\601ef102,it ITA,FW,Watford,28,1989,0.3,0,2,0,0.0,7.50,0.00,0.00,,10.6,0,0,0,0.3,0.3,0.17,-0.3,-0.3,Matches
353,Shinji Okazaki\68796d61,jp JPN,FWMF,Leicester City,32,1986,3.2,0,4,3,75.0,1.25,0.94,0.00,0.00,16.0,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
354,Divock Origi\43a166b4,be BEL,FW,Liverpool,23,1995,4.1,3,13,6,46.2,3.15,1.46,0.23,0.50,16.7,1,0,0,2.1,2.1,0.16,+0.9,+0.9,Matches
355,Nicolás Otamendi\0d267745,ar ARG,DF,Manchester City,30,1988,13.7,0,16,3,18.8,1.17,0.22,0.00,0.00,11.3,0,0,0,1.3,1.3,0.08,-1.3,-1.3,Matches
356,Alex Oxlade-Chamberlain\38c7feef,eng ENG,MFFW,Liverpool,24,1993,0.2,0,1,1,100.0,4.29,4.29,0.00,0.00,9.8,0,0,0,0.3,0.3,0.30,-0.3,-0.3,Matches
357,Mesut Özil\16380240,de GER,MFFW,Arsenal,29,1988,19.3,5,11,6,54.5,0.57,0.31,0.45,0.83,13.5,0,0,0,1.8,1.8,0.16,+3.2,+3.2,Matches
358,Emerson Palmieri\e0bc6fdc,it ITA,DF,Chelsea,23,1994,7.4,0,5,1,20.0,0.68,0.14,0.00,0.00,22.3,2,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
359,Sokratis Papastathopoulos\b682dcf6,gr GRE,DF,Arsenal,30,1988,24.4,1,11,1,9.1,0.45,0.04,0.09,1.00,9.4,0,0,0,1.0,1.0,0.09,0.0,0.0,Matches
360,Callum Paterson\d2583bce,sct SCO,FWMF,Cardiff City,23,1994,22.2,4,40,7,17.5,1.80,0.32,0.08,0.43,13.4,0,1,1,6.1,5.3,0.13,-2.1,-1.3,Matches
361,Rui Patrício\79b0d6a0,pt POR,GK,Wolves,30,1988,37.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
362,Pedro\3ca7254a,es ESP,FW,Chelsea,31,1987,19.8,8,57,24,42.1,2.89,1.21,0.14,0.33,17.0,0,0,0,6.4,6.4,0.11,+1.6,+1.6,Matches
363,Lee Peltier\af341b88,eng ENG,DF,Cardiff City,31,1986,17.2,0,1,1,100.0,0.06,0.06,0.00,0.00,21.4,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
364,Andreas Pereira\6639e500,br BRA,MF,Manchester Utd,22,1996,6.7,1,8,2,25.0,1.20,0.30,0.13,0.50,25.8,1,0,0,0.2,0.2,0.03,+0.8,+0.8,Matches
365,Ricardo Pereira\75a72a99,pt POR,DFFW,Leicester City,24,1993,34.7,2,26,9,34.6,0.75,0.26,0.08,0.22,19.7,0,0,0,1.3,1.3,0.05,+0.7,+0.7,Matches
366,Roberto Pereyra\75f2c59f,ar ARG,MFFW,Watford,27,1991,31.3,6,57,21,36.8,1.82,0.67,0.11,0.29,16.4,6,0,0,5.6,5.6,0.10,+0.4,+0.4,Matches
367,Ayoze Pérez\819aa8e7,es ESP,MFFW,Newcastle Utd,25,1993,32.4,12,53,26,49.1,1.64,0.80,0.23,0.46,13.3,0,0,0,7.7,7.7,0.15,+4.3,+4.3,Matches
368,Lucas Pérez\a300ac7e,es ESP,FW,West Ham,29,1988,5.3,3,9,3,33.3,1.71,0.57,0.33,1.00,12.5,0,0,0,2.0,2.0,0.23,+1.0,+1.0,Matches
369,Jordan Pickford\4806ec67,eng ENG,GK,Everton,24,1994,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
370,Paul Pogba\867239d3,fr FRA,MF,Manchester Utd,25,1993,33.4,13,95,38,40.0,2.84,1.14,0.06,0.16,22.0,6,7,10,14.4,6.7,0.07,-1.4,-0.7,Matches
371,Alex Pritchard\ff9fcd4d,eng ENG,MFFW,Huddersfield,25,1993,23.1,2,47,13,27.7,2.03,0.56,0.04,0.15,19.7,1,0,0,3.5,3.5,0.07,-1.5,-1.5,Matches
372,Sebastian Prödl\f5e6d08d,at AUT,DF,Watford,31,1987,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
373,Davy Pröpper\fdd85f94,nl NED,MF,Brighton,26,1991,28.3,1,15,2,13.3,0.53,0.07,0.07,0.50,15.0,0,0,0,1.2,1.2,0.08,-0.2,-0.2,Matches
374,Jason Puncheon\fd3f57ce,eng ENG,MF,Crystal Palace,32,1986,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
375,Jason Puncheon\fd3f57ce,eng ENG,MFFW,Huddersfield,32,1986,4.2,0,6,0,0.0,1.41,0.00,0.00,,21.3,0,0,0,0.7,0.7,0.11,-0.7,-0.7,Matches
376,Collin Quaner\19b8b0b9,de GER,FWMF,Huddersfield,27,1991,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
377,Domingos Quina\41fb0f4e,pt POR,MF,Watford,18,1999,3.8,1,5,1,20.0,1.33,0.27,0.20,1.00,24.1,0,0,0,0.2,0.2,0.05,+0.8,+0.8,Matches
378,Joe Ralls\3730fcbc,eng ENG,MF,Cardiff City,24,1993,21.8,0,22,2,9.1,1.01,0.09,0.00,0.00,23.2,0,0,1,1.5,0.8,0.03,-1.5,-0.8,Matches
379,Aaron Ramsey\ef619b0b,wls WAL,MF,Arsenal,27,1990,14.8,4,34,13,38.2,2.30,0.88,0.12,0.31,16.0,0,0,0,3.2,3.2,0.10,+0.8,+0.8,Matches
380,Kayne Ramsey\dc31b84c,eng ENG,DF,Southampton,17,2000,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
381,Marcus Rashford\a1d5bd30,eng ENG,FW,Manchester Utd,20,1997,25.9,10,83,40,48.2,3.20,1.54,0.12,0.25,19.0,12,0,0,9.4,9.4,0.11,+0.6,+0.6,Matches
382,Tim Ream\28b40c9c,us USA,DF,Fulham,30,1987,22.7,0,1,0,0.0,0.04,0.00,0.00,,23.5,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
383,Nathan Redmond\ab651565,eng ENG,FWMF,Southampton,24,1994,36.3,6,74,23,31.1,2.04,0.63,0.08,0.26,19.5,3,0,0,6.4,6.4,0.09,-0.4,-0.4,Matches
384,Bobby Reid\0f7533cd,jm JAM,MFFW,Cardiff City,25,1993,15.8,5,26,8,30.8,1.64,0.51,0.15,0.50,14.4,1,1,1,4.4,3.7,0.14,+0.6,+0.3,Matches
385,Declan Rice\1c7012b8,eng ENG,MF,West Ham,19,1999,33.4,2,24,5,20.8,0.72,0.15,0.08,0.40,17.1,0,0,0,1.3,1.3,0.05,+0.7,+0.7,Matches
386,Jazz Richards\afef14da,wls WAL,DFMF,Cardiff City,27,1991,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
387,Richarlison\fa031b34,br BRA,FWMF,Everton,21,1997,29.6,13,84,27,32.1,2.84,0.91,0.15,0.48,14.0,1,0,0,8.9,8.9,0.11,+4.1,+4.1,Matches
388,Diego Rico\d9ba39fc,es ESP,DF,Bournemouth,25,1993,6.8,0,9,0,0.0,1.32,0.00,0.00,,28.7,1,0,0,0.2,0.2,0.02,-0.2,-0.2,Matches
389,Sergio Rico\5f0241b2,es ESP,GK,Fulham,24,1993,29.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
390,Matt Ritchie\71ef519e,sct SCO,DFMF,Newcastle Utd,28,1989,32.5,2,37,7,18.9,1.14,0.22,0.03,0.14,19.0,0,1,2,4.7,3.1,0.09,-2.7,-2.1,Matches
391,Andrew Robertson\2e4f5f03,sct SCO,DF,Liverpool,24,1994,35.7,0,14,5,35.7,0.39,0.14,0.00,0.00,18.6,0,0,0,0.9,0.9,0.06,-0.9,-0.9,Matches
392,Marcos Rojo\e0991c04,ar ARG,DF,Manchester Utd,28,1990,2.4,0,6,3,50.0,2.55,1.27,0.00,0.00,25.3,1,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
393,Oriol Romeu\4b511457,es ESP,MF,Southampton,26,1991,23.7,1,10,4,40.0,0.42,0.17,0.10,0.25,21.4,0,0,0,0.8,0.8,0.09,+0.2,+0.2,Matches
394,Salomón Rondón\b318a643,ve VEN,FW,Newcastle Utd,28,1989,28.9,11,89,28,31.5,3.08,0.97,0.12,0.39,14.9,9,0,0,11.1,11.1,0.13,-0.1,-0.1,Matches
395,Danny Rose\89d10e53,eng ENG,DFMF,Tottenham,28,1990,20.0,0,15,2,13.3,0.75,0.10,0.00,0.00,17.9,0,0,0,0.9,0.9,0.06,-0.9,-0.9,Matches
396,Aaron Rowe\4b6bcb0d,eng ENG,FW,Huddersfield,17,2000,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
397,John Ruddy\da8b19e2,eng ENG,GK,Wolves,31,1986,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
398,Antonio Rüdiger\18b896d6,de GER,DF,Chelsea,25,1993,31.9,1,26,6,23.1,0.82,0.19,0.04,0.17,18.6,0,0,0,1.8,1.8,0.07,-0.8,-0.8,Matches
399,Mathew Ryan\4535e4bb,au AUS,GK,Brighton,26,1992,34.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
400,Abdelhamid Sabiri\4830e0af,de GER,FW,Huddersfield,21,1996,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
401,Romain Saïss\9fbbcf39,ma MAR,MFDF,Wolves,28,1990,12.8,2,11,5,45.5,0.86,0.39,0.18,0.40,19.0,0,0,0,1.5,1.5,0.14,+0.5,+0.5,Matches
402,Bukayo Saka\bc7dc64d,eng ENG,FW,Arsenal,16,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
403,Mamadou Sakho\87935cf3,fr FRA,DF,Crystal Palace,28,1990,26.8,0,4,0,0.0,0.15,0.00,0.00,,5.3,0,0,0,0.6,0.6,0.14,-0.6,-0.6,Matches
404,Bakary Sako\381d7d54,ml MLI,MFFW,Crystal Palace,30,1988,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
405,Mohamed Salah\e342ad68,eg EGY,FW,Liverpool,26,1992,36.1,22,134,59,44.0,3.71,1.63,0.14,0.32,16.5,3,3,3,18.6,16.3,0.12,+3.4,+2.7,Matches
406,Alexis Sánchez\2c0f8e9e,cl CHI,FWMF,Manchester Utd,29,1988,9.8,1,17,9,52.9,1.74,0.92,0.06,0.11,16.1,1,0,0,1.4,1.4,0.08,-0.4,-0.4,Matches
407,Carlos Sánchez\50b51fac,co COL,MF,West Ham,32,1986,2.7,0,3,0,0.0,1.10,0.00,0.00,,25.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
408,Davinson Sánchez\da7b447d,co COL,DF,Tottenham,22,1996,21.6,1,13,3,23.1,0.60,0.14,0.08,0.33,8.3,0,0,0,1.5,1.5,0.12,-0.5,-0.5,Matches
409,Leroy Sané\2b114be3,de GER,FW,Manchester City,22,1996,20.7,10,56,24,42.9,2.70,1.16,0.18,0.42,16.6,5,0,0,5.6,5.6,0.10,+4.4,+4.4,Matches
410,Fabian Schär\c8aa95da,ch SUI,DF,Newcastle Utd,26,1991,22.2,4,22,7,31.8,0.99,0.32,0.18,0.57,19.9,1,0,0,1.6,1.6,0.07,+2.4,+2.4,Matches
411,Christopher Schindler\8ae9869d,de GER,DF,Huddersfield,28,1990,36.2,1,13,3,23.1,0.36,0.08,0.08,0.33,9.4,0,0,0,1.0,1.0,0.08,0.0,0.0,Matches
412,Jeffrey Schlupp\3312f911,gh GHA,MF,Crystal Palace,25,1992,18.6,4,29,9,31.0,1.56,0.49,0.14,0.44,13.5,0,0,0,2.9,2.9,0.10,+1.1,+1.1,Matches
413,Kasper Schmeichel\53af52f3,dk DEN,GK,Leicester City,31,1986,38.0,0,1,0,0.0,0.03,0.00,0.00,,10.0,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
