,,,,,,,,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Performance,Performance,Expected,Expected,Expected,Expected,Expected,
277,Jake Livermore\b98570d1,eng ENG,MF,West Brom,27,1989,29.7,2,15,4,26.7,0.50,0.13,0.13,0.50,17.1,0,0,0,2.7,2.7,0.18,-0.7,-0.7,Matches
278,Fernando Llorente\82dbf623,es ESP,FW,Tottenham,32,1985,2.6,1,6,2,33.3,2.27,0.76,0.17,0.50,11.7,0,0,0,0.9,0.9,0.14,+0.1,+0.1,Matches
279,Hugo Lloris\8f62b6ee,fr FRA,GK,Tottenham,30,1986,36.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
280,Jürgen Locadia\6cc47ae1,nl NED,FWMF,Brighton,23,1993,2.5,1,5,1,20.0,2.01,0.40,0.20,1.00,15.2,0,0,0,1.0,1.0,0.20,0.0,0.0,Matches
281,Ruben Loftus-Cheek\e97fd090,eng ENG,MF,Crystal Palace,21,1996,20.8,2,32,7,21.9,1.54,0.34,0.06,0.29,15.8,0,0,0,3.6,3.6,0.11,-1.6,-1.6,Matches
282,Joe Lolley\c5f13182,eng ENG,FWMF,Huddersfield,24,1992,2.5,1,3,3,100.0,1.22,1.22,0.33,0.33,19.7,0,0,0,0.2,0.2,0.05,+0.8,+0.8,Matches
283,Kevin Long\5a4280b1,ie IRL,DF,Burnley,26,1990,16.0,1,11,1,9.1,0.69,0.06,0.09,1.00,7.4,0,0,0,0.7,0.7,0.07,+0.3,+0.3,Matches
284,Shane Long\9f472354,ie IRL,FW,Southampton,30,1987,17.6,2,33,13,39.4,1.88,0.74,0.06,0.15,12.4,0,0,0,4.7,4.7,0.14,-2.7,-2.7,Matches
285,Ademola Lookman\7c104bb7,eng ENG,FWMF,Everton,19,1997,1.8,0,3,0,0.0,1.70,0.00,0.00,,20.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
286,Jonas Lössl\939bc634,dk DEN,GK,Huddersfield,28,1989,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
287,Dejan Lovren\1a2935f6,hr CRO,DF,Liverpool,28,1989,23.6,2,14,4,28.6,0.59,0.17,0.14,0.50,8.2,0,0,0,1.5,1.5,0.11,+0.5,+0.5,Matches
288,Chris Löwe\c6896eab,de GER,DF,Huddersfield,28,1989,17.6,0,8,2,25.0,0.45,0.11,0.00,0.00,25.0,3,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
289,Matthew Lowton\9a9c05db,eng ENG,DF,Burnley,28,1989,25.5,0,3,0,0.0,0.12,0.00,0.00,,27.9,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
290,David Luiz\c0e27d1a,br BRA,DFMF,Chelsea,30,1987,9.3,1,11,4,36.4,1.18,0.43,0.09,0.25,21.7,2,0,0,0.7,0.7,0.06,+0.3,+0.3,Matches
291,Romelu Lukaku\5eae500a,be BEL,FW,Manchester Utd,24,1993,31.9,16,84,43,51.2,2.64,1.35,0.19,0.37,12.2,3,0,1,15.2,14.5,0.18,+0.8,+1.5,Matches
292,Dodi Lukebakio\0c61c77c,be BEL,MFFW,Watford,19,1997,0.2,0,1,0,0.0,5.63,0.00,0.00,,31.1,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
293,Levi Lumeka\199ff86e,eng ENG,FW,Crystal Palace,18,1998,0.3,0,1,0,0.0,3.46,0.00,0.00,,10.0,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches
294,Harry Maguire\d8931174,eng ENG,DF,Leicester City,24,1993,38.0,2,32,7,21.9,0.84,0.18,0.06,0.29,11.9,0,0,0,2.3,2.3,0.07,-0.3,-0.3,Matches
295,Riyad Mahrez\892d5bb1,dz ALG,MFFW,Leicester City,26,1991,32.8,12,75,36,48.0,2.29,1.10,0.16,0.33,18.6,9,0,0,5.9,5.9,0.08,+6.1,+6.1,Matches
296,Ainsley Maitland-Niles\e3a5814e,eng ENG,DFMF,Arsenal,19,1997,10.2,0,4,0,0.0,0.39,0.00,0.00,,21.0,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
297,Scott Malone\f15a50e8,eng ENG,DF,Huddersfield,26,1991,12.4,0,8,2,25.0,0.64,0.16,0.00,0.00,20.8,0,0,0,0.6,0.6,0.08,-0.6,-0.6,Matches
298,Sadio Mané\c691bfe2,sn SEN,FWMF,Liverpool,25,1992,24.3,10,70,26,37.1,2.88,1.07,0.14,0.38,14.7,0,0,0,10.3,10.3,0.15,-0.3,-0.3,Matches
299,Eliaquim Mangala\f520049f,fr FRA,DF,Manchester City,26,1991,5.4,0,2,0,0.0,0.37,0.00,0.00,,8.5,0,0,0,0.2,0.2,0.11,-0.2,-0.2,Matches
300,Eliaquim Mangala\f520049f,fr FRA,DF,Everton,26,1991,1.5,0,1,0,0.0,0.67,0.00,0.00,,14.0,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
301,Javier Manquillo\758dd7f0,es ESP,DF,Newcastle Utd,23,1994,19.5,0,2,0,0.0,0.10,0.00,0.00,,10.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
302,Solly March\bb5fbd2b,eng ENG,MFFW,Brighton,23,1994,20.6,1,30,9,30.0,1.46,0.44,0.03,0.11,23.0,1,0,0,1.4,1.4,0.05,-0.4,-0.4,Matches
303,Adrian Mariappa\8aa5f52c,jm JAM,DF,Watford,30,1986,24.6,0,10,2,20.0,0.41,0.08,0.00,0.00,10.9,0,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches
304,João Mário\f0021247,pt POR,MFFW,West Ham,24,1993,11.4,2,16,4,25.0,1.41,0.35,0.13,0.50,16.9,1,0,0,2.2,2.2,0.14,-0.2,-0.2,Matches
305,Anthony Martial\8b788c01,fr FRA,FW,Manchester Utd,21,1995,17.6,9,49,15,30.6,2.79,0.85,0.16,0.53,16.3,0,1,1,7.3,6.5,0.14,+1.7,+1.5,Matches
306,Cuco Martina\22551915,cw CUW,DF,Everton,27,1989,20.3,0,2,1,50.0,0.10,0.05,0.00,0.00,18.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
307,Bruno Martins Indi\7bc34048,nl NED,DF,Stoke City,25,1992,13.8,0,5,0,0.0,0.36,0.00,0.00,,11.7,0,0,0,0.5,0.5,0.11,-0.5,-0.5,Matches
308,Arthur Masuaku\57df7a11,cd COD,DF,West Ham,23,1993,20.8,0,9,3,33.3,0.43,0.14,0.00,0.00,28.0,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
309,Juan Mata\29733c72,es ESP,FWMF,Manchester Utd,29,1988,21.4,3,29,10,34.5,1.36,0.47,0.10,0.30,16.5,4,0,0,3.5,3.5,0.12,-0.5,-0.5,Matches
310,Nemanja Matić\eb7822d7,rs SRB,MF,Manchester Utd,28,1988,34.6,1,19,2,10.5,0.55,0.06,0.05,0.50,25.4,0,0,0,0.7,0.7,0.04,+0.3,+0.3,Matches
311,Joël Matip\b217ef29,cm CMR,DF,Liverpool,25,1991,22.2,1,12,2,16.7,0.54,0.09,0.08,0.50,10.2,0,0,0,1.7,1.7,0.14,-0.7,-0.7,Matches
312,Konstantinos Mavropanos\00963611,gr GRE,DFFW,Arsenal,19,1997,2.2,0,1,0,0.0,0.46,0.00,0.00,,9.0,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
313,Alfie Mawson\d368feb8,eng ENG,DF,Swansea City,23,1994,38.0,2,20,5,25.0,0.53,0.13,0.10,0.40,11.3,0,0,0,1.9,1.9,0.09,+0.1,+0.1,Matches
314,Eric Maxim Choupo-Moting\0e6bc38c,cm CMR,FWMF,Stoke City,28,1989,25.7,5,61,18,29.5,2.37,0.70,0.08,0.28,16.0,0,0,0,5.8,5.8,0.10,-0.8,-0.8,Matches
315,Chancel Mbemba\e76cb9cc,cd COD,DF,Newcastle Utd,22,1994,7.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
316,James McArthur\cee31595,sct SCO,MF,Crystal Palace,29,1987,27.0,5,28,10,35.7,1.04,0.37,0.18,0.50,12.0,0,0,0,4.7,4.7,0.17,+0.3,+0.3,Matches
317,Gareth McAuley\ac7d7378,nir NIR,DF,West Brom,37,1979,5.1,0,1,0,0.0,0.20,0.00,0.00,,7.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
318,Oliver McBurnie\78b8ac63,sct SCO,FWMF,Swansea City,21,1996,3.1,0,5,2,40.0,1.63,0.65,0.00,0.00,9.7,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
319,Alex McCarthy\36c2ca73,eng ENG,GK,Southampton,27,1989,18.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
320,James McCarthy\64b08de7,ie IRL,MF,Everton,26,1990,2.3,0,1,0,0.0,0.44,0.00,0.00,,17.0,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
321,James McClean\53538b39,ie IRL,MFFW,West Brom,28,1989,15.6,1,29,6,20.7,1.86,0.38,0.03,0.17,20.2,1,0,0,1.6,1.6,0.06,-0.6,-0.6,Matches
322,Sam McQueen\b27b49b4,eng ENG,DFFW,Southampton,22,1995,1.6,0,1,0,0.0,0.61,0.00,0.00,,19.8,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
323,Scott McTominay\d93c2511,sct SCO,MF,Manchester Utd,20,1996,7.0,0,1,0,0.0,0.14,0.00,0.00,,23.0,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
324,Ben Mee\8df7a2fb,eng ENG,DF,Burnley,27,1989,29.0,0,25,6,24.0,0.86,0.21,0.00,0.00,12.4,1,0,0,1.5,1.5,0.06,-1.5,-1.5,Matches
325,Benjamin Mendy\5271c8f1,fr FRA,DF,Manchester City,23,1994,4.0,0,5,1,20.0,1.24,0.25,0.00,0.00,25.4,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
326,Mikel Merino\d080ed5e,es ESP,MF,Newcastle Utd,21,1996,15.0,1,17,6,35.3,1.14,0.40,0.06,0.17,24.8,0,0,0,0.6,0.6,0.04,+0.4,+0.4,Matches
327,Per Mertesacker\5be28712,de GER,DF,Arsenal,32,1984,4.1,1,2,2,100.0,0.49,0.49,0.50,0.50,8.5,0,0,0,0.2,0.2,0.10,+0.8,+0.8,Matches
328,Roque Mesa\7c4243d4,es ESP,MF,Swansea City,28,1989,8.4,0,8,2,25.0,0.95,0.24,0.00,0.00,26.4,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
329,Simon Mignolet\d436eb94,be BEL,GK,Liverpool,29,1988,19.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
330,Luka Milivojević\2ce2508a,rs SRB,MF,Crystal Palace,26,1991,34.2,10,34,9,26.5,0.99,0.26,0.09,0.33,23.8,9,7,8,7.8,1.8,0.05,+2.2,+1.2,Matches
331,James Milner\2f90f6b8,eng ENG,MF,Liverpool,31,1986,19.7,0,23,6,26.1,1.17,0.30,0.00,0.00,19.0,1,0,0,1.1,1.1,0.05,-1.1,-1.1,Matches
332,Tyrone Mings\8397a50c,eng ENG,DF,Bournemouth,24,1993,2.2,0,1,0,0.0,0.45,0.00,0.00,,31.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
333,Kevin Mirallas\aa51343f,be BEL,FWMF,Everton,29,1987,1.5,0,4,2,50.0,2.61,1.30,0.00,0.00,21.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
334,Aleksandar Mitrović\3925dbd6,rs SRB,FW,Newcastle Utd,22,1994,1.1,1,4,2,50.0,3.79,1.89,0.25,0.50,8.3,0,0,0,1.8,1.8,0.45,-0.8,-0.8,Matches
335,Henrikh Mkhitaryan\dd0daf32,am ARM,MFFW,Manchester Utd,28,1989,10.2,1,15,5,33.3,1.46,0.49,0.07,0.20,20.0,0,0,0,1.3,1.3,0.09,-0.3,-0.3,Matches
336,Henrikh Mkhitaryan\dd0daf32,am ARM,FWMF,Arsenal,28,1989,8.8,2,21,11,52.4,2.38,1.25,0.10,0.18,17.7,1,0,0,1.7,1.7,0.08,+0.3,+0.3,Matches
337,Nacho Monreal\d4cb83cc,es ESP,DF,Arsenal,31,1986,24.9,5,22,8,36.4,0.88,0.32,0.23,0.63,16.9,0,0,0,2.1,2.1,0.09,+2.9,+2.9,Matches
338,Aaron Mooy\47b7e3af,au AUS,MF,Huddersfield,26,1990,34.1,4,28,6,21.4,0.82,0.18,0.11,0.50,22.0,3,1,1,2.6,1.8,0.06,+1.4,+1.2,Matches
339,Álvaro Morata\129af0db,es ESP,FW,Chelsea,24,1992,22.9,11,80,33,41.3,3.49,1.44,0.14,0.33,13.2,0,0,0,12.6,12.6,0.16,-1.6,-1.6,Matches
340,Alberto Moreno\11b9265b,es ESP,DF,Liverpool,25,1992,14.1,0,12,2,16.7,0.85,0.14,0.00,0.00,22.3,1,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches
341,Wes Morgan\80c31c97,jm JAM,DF,Leicester City,33,1984,31.3,0,13,2,15.4,0.42,0.06,0.00,0.00,9.4,0,0,0,1.3,1.3,0.10,-1.3,-1.3,Matches
342,James Morrison\21a66e33,sct SCO,MF,West Brom,31,1986,2.3,1,4,2,50.0,1.74,0.87,0.25,0.50,9.3,0,0,0,0.7,0.7,0.17,+0.3,+0.3,Matches
343,Victor Moses\e726e11e,ng NGA,DF,Chelsea,26,1990,23.4,3,35,11,31.4,1.49,0.47,0.09,0.27,16.8,0,0,0,3.4,3.4,0.10,-0.4,-0.4,Matches
344,Steve Mounié\19ba6c6d,bj BEN,FW,Huddersfield,22,1994,20.6,7,49,20,40.8,2.38,0.97,0.14,0.35,13.5,1,0,0,5.2,5.2,0.11,+1.8,+1.8,Matches
345,Lucas Moura\2b622f01,br BRA,FWMF,Tottenham,24,1992,2.3,0,5,2,40.0,2.14,0.86,0.00,0.00,24.3,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
346,Lys Mousset\d9cfca3d,fr FRA,MFFW,Bournemouth,21,1996,6.6,2,22,5,22.7,3.32,0.76,0.09,0.40,17.9,0,0,0,1.3,1.3,0.06,+0.7,+0.7,Matches
347,Jacob Murphy\de112b84,eng ENG,FWMF,Newcastle Utd,22,1995,12.8,1,21,7,33.3,1.65,0.55,0.05,0.14,22.3,0,0,0,1.3,1.3,0.06,-0.3,-0.3,Matches
348,Jamie Murphy\6c96b263,sct SCO,MF,Brighton,27,1989,1.9,0,1,0,0.0,0.54,0.00,0.00,,17.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
349,Glenn Murray\f2f29dda,eng ENG,FW,Brighton,33,1983,24.4,12,47,19,40.4,1.93,0.78,0.17,0.42,14.2,0,4,6,11.5,6.9,0.15,+0.5,+1.1,Matches
350,Charly Musonda Jr.\62a0089e,be BEL,FW,Chelsea,20,1996,0.4,0,2,0,0.0,4.86,0.00,0.00,,21.1,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches
351,Shkodran Mustafi\3f2d59fe,de GER,DF,Arsenal,25,1992,25.3,3,15,6,40.0,0.59,0.24,0.20,0.50,12.1,0,0,0,0.9,0.9,0.06,+2.1,+2.1,Matches
352,Boaz Myhill\7ca2d989,wls WAL,GK,West Brom,34,1982,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
353,Georges-Kévin N'Koudou\76c131da,fr FRA,MF,Tottenham,22,1995,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
354,Georges-Kévin N'Koudou\76c131da,fr FRA,MF,Burnley,22,1995,2.5,0,4,0,0.0,1.58,0.00,0.00,,22.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
355,Luciano Narsingh\977ffc24,nl NED,FWMF,Swansea City,26,1990,6.9,1,9,5,55.6,1.30,0.72,0.11,0.20,15.3,0,0,0,1.4,1.4,0.15,-0.4,-0.4,Matches
356,Kyle Naughton\e860c42f,eng ENG,DF,Swansea City,28,1988,33.7,0,12,1,8.3,0.36,0.03,0.00,0.00,24.0,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
357,Badou Ndiaye\960acc0a,sn SEN,MF,Stoke City,26,1990,12.6,2,20,6,30.0,1.58,0.47,0.10,0.33,22.4,0,0,0,1.2,1.2,0.06,+0.8,+0.8,Matches
358,Wilfred Ndidi\6b47c5db,ng NGA,MF,Leicester City,20,1996,32.2,0,40,6,15.0,1.24,0.19,0.00,0.00,22.0,0,0,0,1.7,1.7,0.04,-1.7,-1.7,Matches
359,Reiss Nelson\c5bdb6e3,eng ENG,FWMF,Arsenal,17,1999,1.6,0,2,0,0.0,1.24,0.00,0.00,,17.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
360,Julien Ngoy\87449a74,be BEL,MF,Stoke City,19,1997,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
361,Oumar Niasse\af721f98,sn SEN,FW,Everton,27,1990,12.1,8,39,18,46.2,3.23,1.49,0.21,0.44,11.9,0,0,0,7.7,7.7,0.20,+0.3,+0.3,Matches
362,Eddie Nketiah\a53649b7,eng ENG,FWMF,Arsenal,18,1999,0.2,0,1,0,0.0,4.50,0.00,0.00,,9.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
363,Lukas Nmecha\0cc5f4a5,de GER,FW,Manchester City,18,1998,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
364,Mark Noble\ff527768,eng ENG,MF,West Ham,30,1987,26.7,4,14,4,28.6,0.52,0.15,0.14,0.50,24.6,0,2,2,2.1,0.6,0.04,+1.9,+1.4,Matches
365,Allan Nyom\97572117,cm CMR,DF,West Brom,29,1988,25.7,0,3,0,0.0,0.12,0.00,0.00,,35.6,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
366,Aiden O'Neill\c7aee75b,au AUS,MF,Burnley,19,1998,0.0,0,,0,,,0.00,,,,,0,0,,,,,,Matches
367,Michael Obafemi\caa1a7f0,ie IRL,FW,Southampton,17,2000,0.1,0,1,0,0.0,10.00,0.00,0.00,,8.1,0,0,0,0.3,0.3,0.26,-0.3,-0.3,Matches
368,Pedro Obiang\ba1e04b3,gq EQG,MF,West Ham,25,1992,17.4,2,14,5,35.7,0.81,0.29,0.14,0.40,24.1,0,0,0,0.4,0.4,0.03,+1.6,+1.6,Matches
369,Angelo Ogbonna\74b2cd7e,it ITA,DF,West Ham,29,1988,32.0,1,7,2,28.6,0.22,0.06,0.14,0.50,10.3,0,0,0,0.7,0.7,0.10,+0.3,+0.3,Matches
370,Stefano Okaka\601ef102,it ITA,FWMF,Watford,27,1989,5.0,1,11,3,27.3,2.19,0.60,0.09,0.33,10.9,0,0,0,1.8,1.8,0.16,-0.8,-0.8,Matches
371,Shinji Okazaki\68796d61,jp JPN,MFFW,Leicester City,31,1986,14.7,6,27,13,48.1,1.84,0.88,0.22,0.46,11.8,0,0,0,5.6,5.6,0.21,+0.4,+0.4,Matches
372,Martin Olsson\2f72f79e,se SWE,DF,Swansea City,29,1988,35.0,0,19,1,5.3,0.54,0.03,0.00,0.00,21.4,1,0,0,0.8,0.8,0.04,-0.8,-0.8,Matches
373,Divock Origi\43a166b4,be BEL,FW,Liverpool,22,1995,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
374,David Ospina\82b1198a,co COL,GK,Arsenal,28,1988,4.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
375,Nicolás Otamendi\0d267745,ar ARG,DF,Manchester City,29,1988,33.0,4,33,10,30.3,1.00,0.30,0.12,0.40,16.3,0,0,0,2.7,2.7,0.08,+1.3,+1.3,Matches
376,Reece Oxford\8b6e0db2,eng ENG,MF,West Ham,18,1998,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
377,Alex Oxlade-Chamberlain\38c7feef,eng ENG,MFFW,Liverpool,23,1993,16.6,3,39,15,38.5,2.35,0.90,0.08,0.20,20.5,0,0,0,2.4,2.4,0.06,+0.6,+0.6,Matches
378,Alex Oxlade-Chamberlain\38c7feef,eng ENG,DF,Arsenal,23,1993,2.7,0,9,2,22.2,3.36,0.75,0.00,0.00,24.9,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
379,Mesut Özil\16380240,de GER,MFFW,Arsenal,28,1988,24.0,4,39,13,33.3,1.62,0.54,0.10,0.31,17.9,6,0,0,4.2,4.2,0.11,-0.2,-0.2,Matches
380,Kasey Palmer\453f566a,jm JAM,MFFW,Huddersfield,20,1996,1.9,0,2,1,50.0,1.06,0.53,0.00,0.00,21.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
381,Emerson Palmieri\e0bc6fdc,it ITA,DF,Chelsea,22,1994,3.1,0,2,2,100.0,0.64,0.64,0.00,0.00,17.9,0,0,0,0.2,0.2,0.10,-0.2,-0.2,Matches
382,Pedro\3ca7254a,es ESP,FWMF,Chelsea,30,1987,16.9,4,56,20,35.7,3.31,1.18,0.07,0.20,20.7,1,0,0,4.3,4.3,0.08,-0.3,-0.3,Matches
383,Roberto Pereyra\75f2c59f,ar ARG,MFFW,Watford,26,1991,18.0,5,33,13,39.4,1.83,0.72,0.15,0.38,16.6,2,0,0,3.6,3.6,0.11,+1.4,+1.4,Matches
384,Ayoze Pérez\819aa8e7,es ESP,MFFW,Newcastle Utd,24,1993,27.7,8,62,23,37.1,2.24,0.83,0.13,0.35,16.4,1,0,0,7.6,7.6,0.12,+0.4,+0.4,Matches
385,Matt Phillips\7bb5f40e,sct SCO,MFFW,West Brom,26,1991,23.3,2,28,7,25.0,1.20,0.30,0.07,0.29,20.2,1,0,0,2.2,2.2,0.08,-0.2,-0.2,Matches
386,Jordan Pickford\4806ec67,eng ENG,GK,Everton,23,1994,38.0,0,1,0,0.0,0.03,0.00,0.00,,12.0,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
387,Jérémy Pied\a634b9d2,fr FRA,DF,Southampton,28,1989,2.0,0,2,0,0.0,1.00,0.00,0.00,,29.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
388,Erik Pieters\1ef37668,nl NED,DF,Stoke City,28,1988,30.2,0,3,1,33.3,0.10,0.03,0.00,0.00,22.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
389,Paul Pogba\867239d3,fr FRA,MF,Manchester Utd,24,1993,23.9,6,76,20,26.3,3.18,0.84,0.08,0.30,21.7,5,0,0,6.6,6.6,0.09,-0.6,-0.6,Matches
390,Nick Pope\4b40d9ca,eng ENG,GK,Burnley,25,1992,34.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
391,Alex Pritchard\ff9fcd4d,eng ENG,MFFW,Huddersfield,24,1993,11.1,1,21,4,19.0,1.89,0.36,0.05,0.25,21.2,3,0,0,1.1,1.1,0.05,-0.1,-0.1,Matches
392,Sebastian Prödl\f5e6d08d,at AUT,DF,Watford,30,1987,17.4,0,8,1,12.5,0.46,0.06,0.00,0.00,10.2,0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches
393,Davy Pröpper\fdd85f94,nl NED,MF,Brighton,25,1991,34.7,0,35,5,14.3,1.01,0.14,0.00,0.00,21.6,0,0,0,1.9,1.9,0.05,-1.9,-1.9,Matches
394,Marc Pugh\9aacb284,eng ENG,MFFW,Bournemouth,30,1987,10.9,0,19,5,26.3,1.74,0.46,0.00,0.00,16.0,0,0,0,1.6,1.6,0.09,-1.6,-1.6,Matches
395,Jason Puncheon\fd3f57ce,eng ENG,MF,Crystal Palace,31,1986,7.2,0,10,2,20.0,1.40,0.28,0.00,0.00,18.8,1,0,0,1.1,1.1,0.11,-1.1,-1.1,Matches
396,Collin Quaner\19b8b0b9,de GER,FWMF,Huddersfield,26,1991,14.2,0,17,3,17.6,1.20,0.21,0.00,0.00,15.0,0,0,0,1.8,1.8,0.11,-1.8,-1.8,Matches
397,Sandro Ramírez\833fb62e,es ESP,FWMF,Everton,22,1995,3.1,0,9,1,11.1,2.91,0.32,0.00,0.00,17.6,0,0,0,0.9,0.9,0.10,-0.9,-0.9,Matches
398,Aaron Ramsey\ef619b0b,wls WAL,MF,Arsenal,26,1990,20.5,7,55,25,45.5,2.68,1.22,0.13,0.28,16.4,0,0,0,6.2,6.2,0.11,+0.8,+0.8,Matches
399,Àngel Rangel\93ee387c,es ESP,DF,Swansea City,34,1982,1.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
400,Marcus Rashford\a1d5bd30,eng ENG,FW,Manchester Utd,19,1997,20.1,7,61,21,34.4,3.03,1.04,0.11,0.33,19.2,7,0,0,6.3,6.3,0.10,+0.7,+0.7,Matches
401,Nathan Redmond\ab651565,eng ENG,FWMF,Southampton,23,1994,21.6,1,45,15,33.3,2.08,0.69,0.02,0.07,20.7,0,0,0,2.5,2.5,0.06,-1.5,-1.5,Matches
402,Winston Reid\562eed5c,nz NZL,DF,West Ham,29,1988,16.1,0,6,0,0.0,0.37,0.00,0.00,,12.2,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
403,Declan Rice\1c7012b8,eng ENG,DFMF,West Ham,18,1999,15.9,0,5,0,0.0,0.31,0.00,0.00,,21.4,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
404,Richarlison\fa031b34,br BRA,FWMF,Watford,20,1997,31.4,5,97,25,25.8,3.09,0.80,0.05,0.20,14.6,2,0,0,10.5,10.5,0.11,-5.5,-5.5,Matches
405,Jaïro Riedewald\7a1f2c08,nl NED,MFDF,Crystal Palace,20,1996,4.9,0,1,0,0.0,0.20,0.00,0.00,,18.4,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
406,Matt Ritchie\71ef519e,sct SCO,MFFW,Newcastle Utd,27,1989,31.2,3,59,17,28.8,1.89,0.55,0.05,0.18,22.3,4,0,0,3.7,3.7,0.06,-0.7,-0.7,Matches
407,Connor Roberts\24fae784,wls WAL,DF,Swansea City,21,1995,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
408,Andrew Robertson\2e4f5f03,sct SCO,DF,Liverpool,23,1994,21.6,1,11,2,18.2,0.51,0.09,0.09,0.50,19.8,0,0,0,0.6,0.6,0.06,+0.4,+0.4,Matches
409,Hal Robson-Kanu\fb2dec57,wls WAL,FWMF,West Brom,28,1989,9.2,2,19,8,42.1,2.07,0.87,0.11,0.25,12.6,0,0,0,2.9,2.9,0.15,-0.9,-0.9,Matches
410,Jay Rodriguez\4ab53cdb,eng ENG,FWMF,West Brom,28,1989,31.2,7,67,21,31.3,2.14,0.67,0.09,0.29,16.9,0,1,1,7.2,6.5,0.10,-0.2,-0.5,Matches
411,Marcos Rojo\e0991c04,ar ARG,DF,Manchester Utd,27,1990,7.1,0,5,1,20.0,0.70,0.14,0.00,0.00,28.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
412,Sergio Romero\1e26e376,ar ARG,GK,Manchester Utd,30,1987,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
413,Oriol Romeu\4b511457,es ESP,MF,Southampton,25,1991,32.2,1,27,3,11.1,0.84,0.09,0.04,0.33,18.1,0,0,0,2.5,2.5,0.09,-1.5,-1.5,Matches
414,Salomón Rondón\b318a643,ve VEN,FW,West Brom,27,1989,30.7,7,81,28,34.6,2.63,0.91,0.09,0.25,15.7,1,0,0,6.8,6.8,0.08,+0.2,+0.2,Matches
